id,CERTLEVP,PGMCIPAP,PGM_P034,PGM_P036,PGM_280A,PGM_280B,PGM_280C,PGM_280F,PGM_P401,STULOANS,DBTOTGRD,SCHOLARP,PREVLEVP,HLOSGRDP,GRADAGEP,GENDER2,CTZSHIPP,VISBMINP,DDIS_FL,PAR1GRD,PAR2GRD,BEF_P140,BEF_160,overqualified
5379,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,,1.0,2.0,1.0,2.0,1.0,9.0,2.0,3.0,1.0,1
8940,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,6.0,,1.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,3.0,1
4038,9.0,8.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,9.0,99.0,1
6069,2.0,1.0,1.0,6.0,6.0,2.0,2.0,6.0,1.0,2.0,,6.0,1.0,,1.0,2.0,1.0,,2.0,3.0,1.0,3.0,6.0,0
8547,3.0,5.0,1.0,6.0,2.0,2.0,,2.0,1.0,2.0,6.0,6.0,2.0,3.0,,2.0,3.0,1.0,2.0,6.0,1.0,1.0,6.0,0
7367,3.0,9.0,9.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,6.0,0
3573,2.0,4.0,2.0,6.0,2.0,2.0,2.0,6.0,9.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,9.0,2.0,9.0,9.0,3.0,6.0,1
858,5.0,99.0,9.0,6.0,2.0,,2.0,2.0,2.0,6.0,6.0,1.0,2.0,9.0,2.0,,1.0,1.0,2.0,1.0,1.0,3.0,6.0,0
8145,1.0,99.0,1.0,9.0,2.0,9.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,2.0,3.0,99.0,0
503,3.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,,9.0,3.0,5.0,0
11649,3.0,6.0,1.0,6.0,6.0,2.0,2.0,6.0,2.0,2.0,6.0,4.0,6.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,1
6920,3.0,5.0,1.0,,2.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,2.0,3.0,1.0,1.0,9.0,1.0,1.0,3.0,6.0,3.0,1.0,1
1737,2.0,9.0,1.0,6.0,2.0,2.0,2.0,,1.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,No,,1.0,1.0,3.0,5.0,0
8701,2.0,1.0,2.0,1.0,6.0,2.0,2.0,6.0,2.0,1.0,6.0,6.0,3.0,3.0,3.0,2.0,,2.0,2.0,9.0,1.0,1.0,6.0,0
12506,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,2.0,,2.0,1.0,1.0,2.0,9.0,1.0,3.0,3.0,0
6038,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,3.0,1
4112,3.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,,9.0,3.0,4.0,1.0,3.0,2.0,2.0,9.0,6.0,,6.0,0
11384,1.0,10.0,1.0,6.0,,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,9.0,1.0,3.0,2.0,1
1925,2.0,6.0,1.0,6.0,2.0,6.0,2.0,9.0,1.0,1.0,6.0,6.0,6.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,0
3953,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,,1.0,0.0,1.0,6.0,2.0,1.0,2.0,,9.0,2.0,1.0,1.0,9.0,4.0,0
8998,2.0,1.0,1.0,6.0,2.0,,2.0,1.0,,2.0,4.0,6.0,2.0,2.0,6.0,,1.0,2.0,2.0,9.0,1.0,3.0,2.0,0
10785,1.0,10.0,1.0,,2.0,2.0,2.0,6.0,1.0,9.0,6.0,,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,0
8554,1.0,8.0,,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,1.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,2.0,5.0,1.0,1
10797,2.0,2.0,1.0,6.0,2.0,2.0,,1.0,2.0,1.0,6.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,3.0,3.0,0
4083,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,9.0,3.0,3.0,1
1075,2.0,4.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1
4632,3.0,,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1
1520,,5.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,,3.0,,3.0,6.0,0
4255,2.0,9.0,9.0,6.0,2.0,6.0,2.0,1.0,9.0,2.0,6.0,6.0,,,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,6.0,0
5292,9.0,7.0,1.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,Without disability,2.0,1.0,3.0,1.0,1
5904,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
7030,4.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,,2.0,1.0,2.0,,2.0,1.0,9.0,9.0,5.0,1
11619,2.0,9.0,2.0,1.0,,2.0,2.0,1.0,3.0,2.0,6.0,6.0,,2.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,1
5700,,9.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,6.0,6.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,9.0,9.0,1.0,6.0,1
3458,2.0,1.0,1.0,6.0,9.0,6.0,2.0,1.0,2.0,2.0,6.0,,6.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
6256,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0
4851,5.0,1.0,2.0,3.0,2.0,2.0,2.0,,6.0,1.0,0.0,6.0,2.0,3.0,4.0,2.0,1.0,No,1.0,3.0,1.0,9.0,,1
5441,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,3.0,2.0,1
6645,3.0,5.0,2.0,1.0,2.0,,2.0,1.0,9.0,2.0,6.0,6.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,6.0,1
3533,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,0
5166,1.0,5.0,1.0,9.0,1.0,9.0,2.0,2.0,3.0,1.0,3.0,6.0,6.0,,1.0,3.0,1.0,2.0,1.0,2.0,6.0,,6.0,0
6564,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,6.0,0
9822,,5.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,2.0,4.0,6.0,9.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
6060,3.0,,9.0,6.0,2.0,2.0,2.0,6.0,2.0,6.0,0.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,0
6944,3.0,99.0,1.0,6.0,2.0,2.0,2.0,,,2.0,6.0,6.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,1
8270,,1.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,3.0,99.0,0
5840,3.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,4.0,2.0,3.0,1.0,2.0,2.0,9.0,2.0,2.0,1.0,3.0,3.0,1
5037,5.0,9.0,1.0,6.0,6.0,2.0,2.0,,1.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0
11630,3.0,8.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,,1.0,3.0,6.0,0
1788,2.0,4.0,9.0,9.0,2.0,2.0,2.0,6.0,1.0,1.0,6.0,2.0,1.0,,4.0,Female,1.0,2.0,1.0,,9.0,1.0,6.0,0
2034,2.0,2.0,,6.0,2.0,,2.0,1.0,1.0,2.0,6.0,6.0,6.0,,1.0,,,9.0,1.0,,,3.0,5.0,0
616,2.0,4.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0
4205,3.0,5.0,2.0,1.0,9.0,2.0,2.0,1.0,9.0,1.0,6.0,6.0,2.0,3.0,3.0,,1.0,9.0,2.0,1.0,1.0,1.0,6.0,1
2377,2.0,1.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,2.0,1.0,9.0,7.0,2.0,1.0,2.0,1.0,3.0,6.0,3.0,5.0,0
11910,1.0,8.0,1.0,6.0,2.0,2.0,1.0,,1.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,,1.0,,0
1536,3.0,5.0,,,9.0,2.0,9.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,9.0,2.0,1.0,1.0,3.0,6.0,1
8434,3.0,10.0,2.0,9.0,2.0,2.0,6.0,1.0,1.0,6.0,,1.0,2.0,9.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1
8257,2.0,10.0,1.0,6.0,2.0,2.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,0
3833,2.0,4.0,1.0,6.0,2.0,9.0,2.0,1.0,9.0,1.0,6.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1
1197,2.0,5.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,6.0,9.0,,9.0,1.0,9.0,1.0,1.0,1.0,,2.0,0
8884,9.0,4.0,1.0,6.0,2.0,,2.0,,6.0,1.0,3.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,0
6862,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,2.0,1.0,,1.0,,2.0,3.0,2.0,0
606,1.0,8.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,3.0,,6.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,6.0,1.0,6.0,0
9769,2.0,1.0,2.0,1.0,9.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,9.0,9.0,1.0,5.0,1
11605,2.0,10.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,0
5252,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0
4403,1.0,5.0,1.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,6.0,9.0,6.0,9.0,,2.0,2.0,1.0,2.0,2.0,,4.0,6.0,1
11681,9.0,8.0,1.0,6.0,2.0,2.0,,1.0,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,6.0,1
4934,3.0,1.0,,6.0,2.0,2.0,,,2.0,2.0,6.0,6.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1
743,,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,,9.0,1.0,3.0,3.0,2.0,2.0,2.0,9.0,1.0,1.0,1.0,3.0,6.0,1
2395,2.0,8.0,,6.0,9.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,9.0,2.0,,2.0,2.0,1.0,2.0,6.0,2.0,3.0,3.0,0
8656,2.0,2.0,1.0,6.0,2.0,9.0,9.0,1.0,2.0,1.0,6.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,0
8943,3.0,9.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,6.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,3.0,0
11647,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,6.0,1.0,1.0,9.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,0
10635,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,2.0,1.0,1.0,9.0,Without disability,9.0,9.0,1.0,,1
7375,1.0,8.0,1.0,6.0,6.0,2.0,2.0,1.0,9.0,1.0,6.0,6.0,1.0,,2.0,9.0,1.0,,2.0,3.0,2.0,1.0,6.0,0
11877,3.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
9205,2.0,5.0,1.0,6.0,9.0,2.0,,2.0,,2.0,6.0,1.0,6.0,2.0,1.0,2.0,1.0,9.0,2.0,3.0,6.0,3.0,1.0,1
3055,1.0,9.0,2.0,9.0,6.0,2.0,2.0,1.0,1.0,1.0,,6.0,6.0,1.0,2.0,2.0,1.0,1.0,,1.0,6.0,3.0,6.0,0
6941,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,9.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,6.0,0
11275,1.0,99.0,9.0,6.0,9.0,9.0,2.0,1.0,6.0,1.0,,1.0,9.0,9.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1
5814,1.0,5.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,3.0,0
225,,10.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,6.0,0
9833,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,2.0,7.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,0
12237,1.0,10.0,1.0,6.0,2.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,2.0,1.0,No,2.0,2.0,1.0,1.0,6.0,1
5273,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,,6.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,0
3527,1.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,9.0,3.0,,9.0,9.0,2.0,9.0,9.0,1.0,6.0,0
4412,2.0,8.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,0
4961,2.0,10.0,1.0,6.0,9.0,2.0,2.0,9.0,2.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,9.0,2.0,1.0,9.0,3.0,3.0,1
12115,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1
4408,2.0,10.0,2.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,6.0,6.0,6.0,2.0,4.0,2.0,1.0,,1.0,3.0,1.0,1.0,6.0,0
1698,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,9.0,1.0,4.0,1.0,2.0,1.0,2.0,9.0,6.0,4.0,6.0,0
980,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,3.0,0
1260,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,Female,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0
4126,9.0,99.0,1.0,6.0,,2.0,2.0,,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,99.0,0
1415,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,1
10780,2.0,4.0,2.0,4.0,2.0,2.0,2.0,,2.0,6.0,,6.0,6.0,2.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,3.0,2.0,0
7618,1.0,7.0,1.0,6.0,,1.0,,2.0,1.0,1.0,6.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0,0
9300,2.0,6.0,1.0,6.0,6.0,9.0,2.0,1.0,2.0,,6.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,0
4883,1.0,5.0,1.0,6.0,,2.0,9.0,,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,99.0,0
7998,3.0,5.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,4.0,Female,1.0,1.0,Without disability,1.0,1.0,1.0,6.0,1
5575,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0
9091,1.0,7.0,9.0,1.0,6.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,2.0,2.0,4.0,2.0,,2.0,1.0,3.0,9.0,1.0,6.0,0
3101,3.0,10.0,1.0,6.0,2.0,2.0,9.0,2.0,1.0,1.0,6.0,6.0,9.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
8457,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,6.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1
10292,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,2.0,3.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,1
4682,3.0,4.0,9.0,6.0,2.0,2.0,9.0,1.0,1.0,1.0,6.0,4.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,0
1922,2.0,8.0,,6.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,6.0,6.0,9.0,1.0,1.0,9.0,1.0,2.0,3.0,2.0,3.0,1.0,0
6360,2.0,4.0,2.0,,9.0,6.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,4.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,6.0,0
10602,1.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0
3809,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1
9118,4.0,4.0,1.0,6.0,2.0,2.0,2.0,,1.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,9.0,1.0,3.0,6.0,0
7381,3.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,1
9632,2.0,5.0,2.0,5.0,2.0,6.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0
8858,2.0,1.0,2.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,6.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,0
12298,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,9.0,99.0,0
3613,2.0,10.0,1.0,,2.0,2.0,6.0,,1.0,9.0,,1.0,6.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
1006,9.0,10.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,,2.0,1.0,2.0,1.0,9.0,1.0,1.0,6.0,0
1389,2.0,5.0,9.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0
2079,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,0
1951,,6.0,1.0,6.0,2.0,,2.0,1.0,9.0,1.0,0.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,2.0,1
5801,2.0,9.0,1.0,6.0,2.0,6.0,2.0,1.0,2.0,1.0,6.0,2.0,,2.0,1.0,2.0,1.0,2.0,2.0,3.0,9.0,3.0,2.0,0
240,1.0,10.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,6.0,6.0,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,4.0,0
9759,1.0,9.0,1.0,,2.0,2.0,6.0,1.0,1.0,2.0,6.0,1.0,9.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,0
11546,9.0,8.0,1.0,6.0,9.0,9.0,6.0,9.0,1.0,1.0,6.0,6.0,2.0,2.0,,2.0,1.0,2.0,2.0,,,3.0,4.0,0
2456,3.0,8.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,1.0,6.0,6.0,9.0,3.0,2.0,2.0,2.0,1.0,2.0,9.0,1.0,4.0,1.0,0
7764,3.0,5.0,1.0,9.0,2.0,2.0,,2.0,1.0,2.0,6.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,9.0,3.0,2.0,1
7477,1.0,5.0,2.0,1.0,6.0,6.0,2.0,2.0,3.0,2.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0,No,1.0,3.0,3.0,1.0,6.0,0
4901,2.0,4.0,1.0,,2.0,2.0,2.0,1.0,1.0,9.0,6.0,,6.0,2.0,,2.0,1.0,2.0,1.0,9.0,1.0,1.0,6.0,0
7019,3.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,0
2650,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,6.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,9.0,99.0,0
5970,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,0
8611,3.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,9.0,1.0,6.0,1
7966,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,6.0,9.0,3.0,3.0,6.0,Male,2.0,Yes,2.0,1.0,1.0,1.0,,0
11101,3.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,2.0,3.0,2.0,Female,2.0,1.0,1.0,1.0,6.0,3.0,6.0,0
2893,2.0,4.0,1.0,6.0,2.0,9.0,,1.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,3.0,5.0,0
6021,3.0,1.0,2.0,1.0,2.0,2.0,9.0,1.0,2.0,1.0,6.0,6.0,9.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
3357,2.0,9.0,1.0,6.0,2.0,2.0,2.0,,1.0,6.0,,4.0,2.0,2.0,3.0,1.0,1.0,,2.0,9.0,1.0,3.0,6.0,0
7759,1.0,8.0,1.0,6.0,,6.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,2.0,9.0,2.0,2.0,3.0,9.0,1.0,6.0,1
3366,2.0,9.0,2.0,1.0,2.0,2.0,9.0,1.0,,2.0,6.0,6.0,3.0,3.0,2.0,Female,1.0,2.0,2.0,3.0,9.0,1.0,3.0,1
5230,2.0,9.0,1.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,Female,1.0,2.0,,6.0,1.0,3.0,6.0,1
2856,3.0,5.0,1.0,6.0,2.0,9.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,3.0,,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1
1477,4.0,2.0,1.0,6.0,,2.0,2.0,1.0,1.0,2.0,6.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,6.0,1
10757,1.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,3.0,,2.0,6.0,6.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1
8427,9.0,5.0,1.0,6.0,2.0,1.0,,2.0,1.0,6.0,6.0,1.0,2.0,3.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,1
4265,3.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,,6.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0
7808,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,,5.0,6.0,1
